0,0
0.000000,-0.000000
0.582597,-0.000002
3.075001,-0.000011
5.590077,-0.001089
7.448694,-1.391435
7.344412,-3.854093
7.279582,-6.347804
7.214214,-8.861305
7.149340,-11.355014
7.096984,-13.848938
7.129499,-16.339830
7.246960,-18.840547
8.818880,-21.079141
11.624738,-21.910963
14.588071,-22.243821
17.447430,-21.895111
20.389811,-21.440838
21.859544,-19.106363
21.938383,-16.207879
21.871355,-13.278447
21.805204,-10.388604
21.739479,-7.518555
21.673273,-4.628713
21.612030,-1.956600
20.672532,0.225835
18.346638,0.063273
16.213537,-0.966132
14.179828,0.365837
11.730033,0.267998
9.327848,0.180624
7.656975,1.922143
7.263158,4.352361
7.205247,6.861361
7.225339,9.356344
7.245434,11.851327
7.265532,14.346310
7.285792,16.861095
7.311917,19.752018
9.203167,21.681061
12.204405,21.823718
15.188172,21.909499
18.158746,21.903319
21.118231,21.717585
22.207742,19.253690
22.356208,16.356653
22.276259,13.473326
22.180052,10.611104
22.120022,7.692218
21.940179,4.808290
21.751170,1.945139
19.834582,0.259130
17.103412,0.189714
14.374462,-0.146000
11.719024,-0.365405
9.073757,0.053467
6.316411,0.317444
3.568792,0.283644
0.817527,0.219941
-1.913944,0.156669
-4.665208,0.092911
-7.035742,1.218383
-6.994198,3.952356
-7.011186,6.738842
-6.749507,8.873858
-6.710768,11.441443
-6.668967,14.351781
-6.626574,17.301715
-6.636810,20.283702
-8.846514,21.819014
-11.612172,21.824305
-14.049030,22.156968
-16.534376,21.988883
-19.022271,21.820552
-21.225347,20.891223
-21.509769,18.465877
-21.556873,15.977396
-21.686338,13.486816
-21.816873,10.976473
-21.946422,8.485898
-22.076012,5.995326
-22.205358,3.504740
-21.390624,1.249937
-19.015690,-0.005711
-16.317340,0.003693
-13.825629,0.086848
-11.168564,-0.156072
-8.510885,-0.412196
-6.787855,-2.328933
-6.502701,-5.035588
-6.471065,-7.885620
-6.672858,-10.719776
-6.636621,-13.586717
-6.587763,-16.556294
-6.555479,-19.524503
-8.249777,-21.706722
-11.110729,-21.558086
-13.921755,-21.306050
-16.755647,-21.740275
-18.552151,-21.801985
-20.165543,-21.842173
-22.177996,-20.086132
-22.049015,-17.243590
-21.890617,-14.437540
-22.019534,-11.619265
-21.935117,-10.221165
-21.831933,-8.635843
-21.638912,-5.812432
-21.444473,-2.969283
-20.368393,-0.589251
-17.691640,-0.268862
-15.009509,-0.119312
-12.336375,-0.095938
-9.742445,-0.073251
-7.379109,0.666499
-7.022024,3.311683
-7.147877,6.095803
-7.161534,8.868229
-6.885792,11.698164
-6.700377,14.548434
-6.778536,17.477482
-6.816314,20.460334
-5.030683,22.420702
-3.790556,22.974642
-1.314550,21.806456
1.558435,21.884192
4.454012,21.700537
6.893032,20.628744
7.404944,17.947561
7.454707,15.295126
7.575356,12.566134
7.695177,9.856918
7.725091,7.096755
7.548903,4.450436
7.764890,2.140552
7.937322,0.314467
7.612175,-2.368219
7.494032,-4.969294
7.619254,-7.828238
7.717022,-10.697067
7.814160,-13.546110
7.916065,-16.533645
7.720219,-19.442340
5.796033,-21.259601
2.910149,-21.307385
0.170551,-21.627233
-2.508026,-21.312137
-5.343511,-21.706320
-7.255130,-21.801186
-7.353244,-21.803150
-7.353244,-21.803150
-7.353244,-21.803150
-7.353244,-21.803150
-7.353244,-21.803150
